latitude,longitude,NO2_molec_cm2,datetime
49.23,-123.15,1431727878870422.2,2025-07-12 00:00:00
49.23,-123.13,1431727878870422.2,2025-07-12 00:00:00
49.23,-123.11,2377468889893677.5,2025-07-12 00:00:00
49.23,-123.09,4797328270016393.0,2025-07-12 00:00:00
49.23,-123.07,4750602508905967.0,2025-07-12 00:00:00
49.23,-123.05,4665537067708750.0,2025-07-12 00:00:00
49.23,-123.03,5044073017443259.0,2025-07-12 00:00:00
49.23,-123.01,8932899645785035.0,2025-07-12 00:00:00
49.23,-122.99,9373006250772028.0,2025-07-12 00:00:00
49.23,-122.97,9296945014945128.0,2025-07-12 00:00:00
49.23,-122.95,9293895921893962.0,2025-07-12 00:00:00
49.23,-122.93,1.0567137300877496e+16,2025-07-12 00:00:00
49.23,-122.91,1.0668569798706494e+16,2025-07-12 00:00:00
49.25,-123.29,1658257489460850.5,2025-07-12 00:00:00
49.25,-123.27,1590295876803950.8,2025-07-12 00:00:00
49.25,-123.25,1597791326369524.2,2025-07-12 00:00:00
49.25,-123.23,1605299745484676.5,2025-07-12 00:00:00
49.25,-123.21,2628554169282903.5,2025-07-12 00:00:00
49.25,-123.19,3705160442741850.0,2025-07-12 00:00:00
49.25,-123.17,3959530263454112.5,2025-07-12 00:00:00
49.25,-123.15,4217226514712112.5,2025-07-12 00:00:00
49.25,-123.13,4346450664052163.5,2025-07-12 00:00:00
49.25,-123.11,3951486038635852.0,2025-07-12 00:00:00
49.25,-123.09,3930173406611965.5,2025-07-12 00:00:00
49.25,-123.07,3930173406611965.5,2025-07-12 00:00:00
49.25,-123.05,4100547919885421.5,2025-07-12 00:00:00
49.25,-123.03,7942487952994213.0,2025-07-12 00:00:00
49.25,-123.01,9043250742884634.0,2025-07-12 00:00:00
49.25,-122.99,9143679060718302.0,2025-07-12 00:00:00
49.25,-122.97,9246513163733626.0,2025-07-12 00:00:00
49.25,-122.95,1.1001870296617468e+16,2025-07-12 00:00:00
49.25,-122.93,1.2257985078426992e+16,2025-07-12 00:00:00
49.25,-122.91,1.232426087064038e+16,2025-07-12 00:00:00
49.27,-123.29,1648683699349879.2,2025-07-12 00:00:00
49.27,-123.27,1647519374214897.8,2025-07-12 00:00:00
49.27,-123.25,1645342200212469.5,2025-07-12 00:00:00
49.27,-123.23,2374534506310147.5,2025-07-12 00:00:00
49.27,-123.21,4678822127983751.0,2025-07-12 00:00:00
49.27,-123.19,4761048519118386.0,2025-07-12 00:00:00
49.27,-123.17,4768950877612069.0,2025-07-12 00:00:00
49.27,-123.15,4735667759669292.0,2025-07-12 00:00:00
49.27,-123.13,4255333556907317.0,2025-07-12 00:00:00
49.27,-123.11,4184314480016964.0,2025-07-12 00:00:00
49.27,-123.09,4214385516380110.0,2025-07-12 00:00:00
49.27,-123.07,4266025500102954.5,2025-07-12 00:00:00
49.27,-123.05,8285805099284449.0,2025-07-12 00:00:00
49.27,-123.03,1.0274396384094282e+16,2025-07-12 00:00:00
49.27,-123.01,1.0274396384094282e+16,2025-07-12 00:00:00
49.27,-122.99,1.0274450147613686e+16,2025-07-12 00:00:00
49.27,-122.97,1.1242228355719764e+16,2025-07-12 00:00:00
49.27,-122.95,1.2468622159777766e+16,2025-07-12 00:00:00
49.27,-122.93,1.2303471680250638e+16,2025-07-12 00:00:00
49.27,-122.91,1.213800604044737e+16,2025-07-12 00:00:00
49.29,-123.29,1623140896814696.2,2025-07-12 00:00:00
49.29,-123.27,1622131567578956.8,2025-07-12 00:00:00
49.29,-123.25,2039235552153491.5,2025-07-12 00:00:00
49.29,-123.23,4581667170908102.0,2025-07-12 00:00:00
49.29,-123.21,4803559530962568.0,2025-07-12 00:00:00
49.29,-123.19,4640990586682585.0,2025-07-12 00:00:00
49.29,-123.17,4563104605325841.0,2025-07-12 00:00:00
49.29,-123.15,5114621784742960.0,2025-07-12 00:00:00
49.29,-123.13,5193069501346625.0,2025-07-12 00:00:00
49.29,-123.11,5410231525857183.0,2025-07-12 00:00:00
49.29,-123.09,5627797580791227.0,2025-07-12 00:00:00
49.29,-123.07,7999687499664405.0,2025-07-12 00:00:00
49.29,-123.05,1.062420585159289e+16,2025-07-12 00:00:00
49.29,-123.03,1.0671061471687946e+16,2025-07-12 00:00:00
49.29,-123.01,1.0717993564000172e+16,2025-07-12 00:00:00
49.29,-122.99,1.0698850249846346e+16,2025-07-12 00:00:00
49.29,-122.97,1.054482057798871e+16,2025-07-12 00:00:00
49.29,-122.95,1.0539465433693308e+16,2025-07-12 00:00:00
49.29,-122.93,1.0539465433693308e+16,2025-07-12 00:00:00
49.29,-122.91,1.0989329984648054e+16,2025-07-12 00:00:00
49.31,-123.25,2020211519139576.0,2025-07-12 00:00:00
49.31,-123.23,2628446403822921.5,2025-07-12 00:00:00
49.31,-123.21,2466540630538039.0,2025-07-12 00:00:00
49.31,-123.19,2445696062068689.5,2025-07-12 00:00:00
49.31,-123.17,5302335634256157.0,2025-07-12 00:00:00
49.31,-123.15,7031475153578998.0,2025-07-12 00:00:00
49.31,-123.13,6847469482556085.0,2025-07-12 00:00:00
49.31,-123.11,6531594209536382.0,2025-07-12 00:00:00
49.31,-123.09,8434459350538204.0,2025-07-12 00:00:00
49.31,-123.07,1.1453399053427008e+16,2025-07-12 00:00:00
49.31,-123.05,1.1628686941754294e+16,2025-07-12 00:00:00
49.31,-123.03,1.1797412204209118e+16,2025-07-12 00:00:00
49.31,-123.01,1.2208065818909768e+16,2025-07-12 00:00:00
49.31,-122.99,1.2911214721573382e+16,2025-07-12 00:00:00
49.31,-122.97,1.32853824251594e+16,2025-07-12 00:00:00
49.31,-122.95,1.3654535160752002e+16,2025-07-12 00:00:00
49.31,-122.93,1.401237349962881e+16,2025-07-12 00:00:00
49.31,-122.91,1.420014836119664e+16,2025-07-12 00:00:00
49.33,-123.25,1111623018562710.0,2025-07-12 00:00:00
49.33,-123.23,925171197630526.1,2025-07-12 00:00:00
49.33,-123.21,738366860250985.5,2025-07-12 00:00:00
49.33,-123.19,1917823818580695.0,2025-07-12 00:00:00
49.33,-123.17,3598931153521651.5,2025-07-12 00:00:00
49.33,-123.15,3285267204472878.5,2025-07-12 00:00:00
49.33,-123.13,3153917532521739.0,2025-07-12 00:00:00
49.33,-123.11,5089263927861798.0,2025-07-12 00:00:00
49.33,-123.09,1.2607889835622908e+16,2025-07-12 00:00:00
49.33,-123.07,1.2776671851492522e+16,2025-07-12 00:00:00
49.33,-123.05,1.2560787735591018e+16,2025-07-12 00:00:00
49.33,-123.03,1.240096655024475e+16,2025-07-12 00:00:00
49.33,-123.01,1.3306733032428154e+16,2025-07-12 00:00:00
49.33,-122.99,1.3330455129787386e+16,2025-07-12 00:00:00
49.33,-122.97,1.3131219218844252e+16,2025-07-12 00:00:00
49.33,-122.95,1.2931525679665734e+16,2025-07-12 00:00:00
49.33,-122.93,1.399563111044563e+16,2025-07-12 00:00:00
49.33,-122.91,1.418155005004988e+16,2025-07-12 00:00:00
49.35,-123.19,3026861757904076.0,2025-07-12 00:00:00
49.35,-123.17,3078323544484989.0,2025-07-12 00:00:00
49.35,-123.15,3072922395952195.0,2025-07-12 00:00:00
49.35,-123.13,3557406856241994.0,2025-07-12 00:00:00
49.35,-123.11,9700317914715212.0,2025-07-12 00:00:00
49.35,-123.09,1.041023259413265e+16,2025-07-12 00:00:00
49.35,-123.07,1.0313650001201428e+16,2025-07-12 00:00:00
49.35,-123.05,1.0042600087967356e+16,2025-07-12 00:00:00
49.35,-123.03,8652055338388352.0,2025-07-12 00:00:00
49.35,-123.01,7341502584480209.0,2025-07-12 00:00:00
49.35,-122.99,5771082160786231.0,2025-07-12 00:00:00
49.35,-122.97,4198412549569282.5,2025-07-12 00:00:00
49.35,-122.95,6812300460509828.0,2025-07-12 00:00:00
49.35,-122.93,1.1709574795616448e+16,2025-07-12 00:00:00
49.35,-122.91,1.172087300433298e+16,2025-07-12 00:00:00
49.15,-123.29,5471783587458749.0,2025-07-12 01:00:00
49.15,-123.27,5177729396053538.0,2025-07-12 01:00:00
49.15,-123.25,5753479668107132.0,2025-07-12 01:00:00
49.15,-123.23,7361992441228383.0,2025-07-12 01:00:00
49.15,-123.21,7518035369685727.0,2025-07-12 01:00:00
49.15,-123.19,7641402118116610.0,2025-07-12 01:00:00
49.15,-123.17,7731757023094431.0,2025-07-12 01:00:00
49.15,-123.15,7517815292817548.0,2025-07-12 01:00:00
49.15,-123.13,7575935509939890.0,2025-07-12 01:00:00
49.15,-123.11,7643765138269401.0,2025-07-12 01:00:00
49.15,-123.09,7712173752703436.0,2025-07-12 01:00:00
49.15,-123.07,8245030461265904.0,2025-07-12 01:00:00
49.15,-123.05,8523690099317452.0,2025-07-12 01:00:00
49.15,-123.03,8523690099317452.0,2025-07-12 01:00:00
49.15,-123.01,8522377488957004.0,2025-07-12 01:00:00
49.15,-122.99,4523274412965975.0,2025-07-12 01:00:00
49.15,-122.95,711949073118324.4,2025-07-12 01:00:00
49.15,-122.93,2340885031600472.5,2025-07-12 01:00:00
49.15,-122.91,1389693601754785.2,2025-07-12 01:00:00
49.17,-123.29,2416109055333787.0,2025-07-12 01:00:00
49.17,-123.27,2938585816961337.5,2025-07-12 01:00:00
49.17,-123.25,7386208937472726.0,2025-07-12 01:00:00
49.17,-123.23,7800088316182530.0,2025-07-12 01:00:00
49.17,-123.21,7457996343117317.0,2025-07-12 01:00:00
49.17,-123.19,7114060063356081.0,2025-07-12 01:00:00
49.17,-123.17,6421501858906804.0,2025-07-12 01:00:00
49.17,-123.15,5933143503570132.0,2025-07-12 01:00:00
49.17,-123.13,5610268739893394.0,2025-07-12 01:00:00
49.17,-123.11,5286783053284303.0,2025-07-12 01:00:00
49.17,-123.09,6485410210393083.0,2025-07-12 01:00:00
49.17,-123.07,7515673738707922.0,2025-07-12 01:00:00
49.17,-123.05,7411453469568200.0,2025-07-12 01:00:00
49.17,-123.03,7307033372760887.0,2025-07-12 01:00:00
49.17,-123.01,9132033322159642.0,2025-07-12 01:00:00
49.17,-122.99,1.4566289436960624e+16,2025-07-12 01:00:00
49.17,-122.97,1.474065821777635e+16,2025-07-12 01:00:00
49.17,-122.95,1.4740658217776354e+16,2025-07-12 01:00:00
49.17,-122.93,1.3771580013528676e+16,2025-07-12 01:00:00
49.17,-122.91,2538784795170404.5,2025-07-12 01:00:00
49.19,-123.29,2252970465212358.0,2025-07-12 01:00:00
49.19,-123.27,3549494829698934.0,2025-07-12 01:00:00
49.19,-123.25,3937490456634036.0,2025-07-12 01:00:00
49.19,-123.23,3937490456634036.5,2025-07-12 01:00:00
49.19,-123.21,3937490456634036.5,2025-07-12 01:00:00
49.19,-123.19,3753679648990809.5,2025-07-12 01:00:00
49.19,-123.17,3607556546172926.0,2025-07-12 01:00:00
49.19,-123.15,3608151177357853.5,2025-07-12 01:00:00
49.19,-123.13,3608746940105525.5,2025-07-12 01:00:00
49.19,-123.11,4538232631341936.0,2025-07-12 01:00:00
49.19,-123.09,6870825484752703.0,2025-07-12 01:00:00
49.19,-123.07,6838902284281979.0,2025-07-12 01:00:00
49.19,-123.05,6783296287460083.0,2025-07-12 01:00:00
49.19,-123.03,7827943307817707.0,2025-07-12 01:00:00
49.19,-123.01,1.401386375527806e+16,2025-07-12 01:00:00
49.19,-122.99,1.462015327186014e+16,2025-07-12 01:00:00
49.19,-122.97,1.4608026135981332e+16,2025-07-12 01:00:00
49.19,-122.95,1.4783104519007554e+16,2025-07-12 01:00:00
49.19,-122.93,2.432638437943844e+16,2025-07-12 01:00:00
49.19,-122.91,2.7012790142498944e+16,2025-07-12 01:00:00
49.21,-123.29,4200767263144517.0,2025-07-12 01:00:00
49.21,-123.27,5016077459627172.0,2025-07-12 01:00:00
49.21,-123.25,5139279889331026.0,2025-07-12 01:00:00
49.21,-123.23,5262715355496910.0,2025-07-12 01:00:00
49.21,-123.21,4642046037944574.0,2025-07-12 01:00:00
49.21,-123.19,3614694872099161.0,2025-07-12 01:00:00
49.21,-123.17,3614647402353912.0,2025-07-12 01:00:00
49.21,-123.15,3614647402353912.0,2025-07-12 01:00:00
49.21,-123.13,4067587572384667.0,2025-07-12 01:00:00
49.21,-123.11,6259315381873603.0,2025-07-12 01:00:00
49.21,-123.09,6320696433694113.0,2025-07-12 01:00:00
49.21,-123.07,6248104639043379.0,2025-07-12 01:00:00
49.21,-123.05,6523803858496990.0,2025-07-12 01:00:00
49.21,-123.03,1.2312890826954978e+16,2025-07-12 01:00:00
49.21,-123.01,1.3624614582700882e+16,2025-07-12 01:00:00
49.21,-122.99,1.3456897055544116e+16,2025-07-12 01:00:00
49.21,-122.97,1.3290994341013296e+16,2025-07-12 01:00:00
49.21,-122.95,1.6264771097307926e+16,2025-07-12 01:00:00
49.21,-122.93,1.8964255406670028e+16,2025-07-12 01:00:00
49.21,-122.91,1.820940850533005e+16,2025-07-12 01:00:00
49.23,-123.29,4419621670898783.0,2025-07-12 01:00:00
49.23,-123.27,4151079858860402.0,2025-07-12 01:00:00
49.23,-123.25,3882030197305267.5,2025-07-12 01:00:00
49.23,-123.23,4408675586283680.5,2025-07-12 01:00:00
49.23,-123.21,4930378536043748.0,2025-07-12 01:00:00
49.23,-123.19,5060604579871613.0,2025-07-12 01:00:00
49.23,-123.17,5233280101119284.0,2025-07-12 01:00:00
49.23,-123.15,5397300864751760.0,2025-07-12 01:00:00
49.23,-123.13,5496016667214809.0,2025-07-12 01:00:00
49.23,-123.11,5513402210223096.0,2025-07-12 01:00:00
49.23,-123.09,5513402210223096.0,2025-07-12 01:00:00
49.23,-123.07,5576054763143076.0,2025-07-12 01:00:00
49.23,-123.05,1.0215105754626536e+16,2025-07-12 01:00:00
49.23,-123.03,1.213127461000166e+16,2025-07-12 01:00:00
49.23,-123.01,1.1825570008894608e+16,2025-07-12 01:00:00
49.23,-122.99,1.1519234378893192e+16,2025-07-12 01:00:00
49.23,-122.97,1.2989182176324716e+16,2025-07-12 01:00:00
49.23,-122.95,1.490331452678176e+16,2025-07-12 01:00:00
49.23,-122.93,1.4603266643473038e+16,2025-07-12 01:00:00
49.23,-122.91,1.4302414570945006e+16,2025-07-12 01:00:00
49.25,-123.29,2213270102224822.5,2025-07-12 01:00:00
49.25,-123.27,2470165922236971.5,2025-07-12 01:00:00
49.25,-123.25,2443779291494975.0,2025-07-12 01:00:00
49.25,-123.23,3782946521344437.0,2025-07-12 01:00:00
49.25,-123.21,3669909340570779.5,2025-07-12 01:00:00
49.25,-123.19,3278621895527731.5,2025-07-12 01:00:00
49.25,-123.17,2900565906384973.5,2025-07-12 01:00:00
49.25,-123.15,2297952608290297.5,2025-07-12 01:00:00
49.25,-123.13,1858643110852578.0,2025-07-12 01:00:00
49.25,-123.11,1413544403263905.5,2025-07-12 01:00:00
49.25,-123.09,967649895053104.0,2025-07-12 01:00:00
49.25,-123.07,4758953314586806.0,2025-07-12 01:00:00
49.25,-123.05,8161571434640124.0,2025-07-12 01:00:00
49.25,-123.03,8124463560963498.0,2025-07-12 01:00:00
49.25,-123.01,8124463560963498.0,2025-07-12 01:00:00
49.25,-122.99,9269716106439366.0,2025-07-12 01:00:00
49.25,-122.97,1.2248736542341548e+16,2025-07-12 01:00:00
49.25,-122.95,1.190924224872817e+16,2025-07-12 01:00:00
49.25,-122.93,1.1506073254937848e+16,2025-07-12 01:00:00
49.25,-122.91,1.1091586466877444e+16,2025-07-12 01:00:00
49.27,-123.29,5132259369792207.0,2025-07-12 01:00:00
49.27,-123.27,4855024031628533.0,2025-07-12 01:00:00
49.27,-123.25,1215582095076249.5,2025-07-12 01:00:00
49.27,-123.23,469015867562694.0,2025-07-12 01:00:00
49.27,-123.21,769633671963007.6,2025-07-12 01:00:00
49.27,-123.19,1149097615531281.5,2025-07-12 01:00:00
49.27,-123.17,1231538840437757.8,2025-07-12 01:00:00
49.27,-123.15,1451882153497046.2,2025-07-12 01:00:00
49.27,-123.13,1805181067072278.5,2025-07-12 01:00:00
49.27,-123.11,2159137852083056.5,2025-07-12 01:00:00
49.27,-123.09,2385501401214447.5,2025-07-12 01:00:00
49.27,-123.07,4668441924895021.0,2025-07-12 01:00:00
49.27,-123.05,4232363264569663.5,2025-07-12 01:00:00
49.27,-123.03,3783936948764968.5,2025-07-12 01:00:00
49.27,-123.01,4075311704920755.0,2025-07-12 01:00:00
49.27,-122.99,7411824759782517.0,2025-07-12 01:00:00
49.27,-122.97,7309621776764855.0,2025-07-12 01:00:00
49.27,-122.95,7273106172864745.0,2025-07-12 01:00:00
49.27,-122.93,7332162164375237.0,2025-07-12 01:00:00
49.27,-122.91,7601671954220317.0,2025-07-12 01:00:00
49.29,-123.29,3535361488954053.0,2025-07-12 01:00:00
49.29,-123.27,4688266910012788.0,2025-07-12 01:00:00
49.29,-123.25,4928830900052692.0,2025-07-12 01:00:00
49.29,-123.23,5294441322562628.0,2025-07-12 01:00:00
49.29,-123.21,5381189199486374.0,2025-07-12 01:00:00
49.29,-123.19,5018055073951076.0,2025-07-12 01:00:00
49.29,-123.17,4600143422956098.0,2025-07-12 01:00:00
49.29,-123.15,4593832201695496.0,2025-07-12 01:00:00
49.29,-123.13,4553003275368800.0,2025-07-12 01:00:00
49.29,-123.11,3902372214828616.5,2025-07-12 01:00:00
49.29,-123.09,2175129552379136.2,2025-07-12 01:00:00
49.29,-123.07,1991787380243477.8,2025-07-12 01:00:00
49.29,-123.05,1870851223816979.5,2025-07-12 01:00:00
49.29,-123.03,2389885433265884.0,2025-07-12 01:00:00
49.29,-123.01,9270826919882872.0,2025-07-12 01:00:00
49.29,-122.99,1.0254464852177502e+16,2025-07-12 01:00:00
49.29,-122.97,1.0720744555072084e+16,2025-07-12 01:00:00
49.29,-122.95,1.1187186885271674e+16,2025-07-12 01:00:00
49.29,-122.93,1.1930732095479074e+16,2025-07-12 01:00:00
49.29,-122.91,1.2222027978796466e+16,2025-07-12 01:00:00
49.31,-123.29,4001183066874321.0,2025-07-12 01:00:00
49.31,-123.27,4950978840414276.0,2025-07-12 01:00:00
49.31,-123.25,4889161357714649.0,2025-07-12 01:00:00
49.31,-123.23,4827227004050391.0,2025-07-12 01:00:00
49.31,-123.21,4592191220646202.0,2025-07-12 01:00:00
49.31,-123.19,4101903723072844.0,2025-07-12 01:00:00
49.31,-123.17,4053881391844613.5,2025-07-12 01:00:00
49.31,-123.15,4014219750009711.5,2025-07-12 01:00:00
49.31,-123.13,3616227385837058.5,2025-07-12 01:00:00
49.31,-123.11,1244272930793437.2,2025-07-12 01:00:00
49.31,-123.09,1017679548697719.5,2025-07-12 01:00:00
49.31,-123.07,1703589548215699.8,2025-07-12 01:00:00
49.31,-123.05,2426224807900193.0,2025-07-12 01:00:00
49.31,-123.03,7540029548964996.0,2025-07-12 01:00:00
49.31,-123.01,9859900404757286.0,2025-07-12 01:00:00
49.31,-122.99,9426061455113148.0,2025-07-12 01:00:00
49.31,-122.97,8991332136344861.0,2025-07-12 01:00:00
49.31,-122.95,9203406085777256.0,2025-07-12 01:00:00
49.31,-122.93,9286517006662976.0,2025-07-12 01:00:00
49.31,-122.91,8877033167814090.0,2025-07-12 01:00:00
49.33,-123.29,3680439647750953.0,2025-07-12 01:00:00
49.33,-123.27,3275631094087605.5,2025-07-12 01:00:00
49.33,-123.25,2870061226911445.0,2025-07-12 01:00:00
49.33,-123.23,3252800045521104.0,2025-07-12 01:00:00
49.33,-123.21,4196807217278037.0,2025-07-12 01:00:00
49.33,-123.19,4199115163755732.0,2025-07-12 01:00:00
49.33,-123.17,4226979539908428.0,2025-07-12 01:00:00
49.33,-123.15,4545194559696753.0,2025-07-12 01:00:00
49.33,-123.13,9448398201738958.0,2025-07-12 01:00:00
49.33,-123.11,1.080649712571419e+16,2025-07-12 01:00:00
49.33,-123.09,1.1672985143938226e+16,2025-07-12 01:00:00
49.33,-123.07,1.1895675564444888e+16,2025-07-12 01:00:00
49.33,-123.05,8393421685608474.0,2025-07-12 01:00:00
49.33,-123.03,5342775844821575.0,2025-07-12 01:00:00
49.33,-123.01,5092689450360595.0,2025-07-12 01:00:00
49.33,-122.99,4842183626196079.0,2025-07-12 01:00:00
49.33,-122.97,5456590961880077.0,2025-07-12 01:00:00
49.33,-122.95,7291417366944496.0,2025-07-12 01:00:00
49.33,-122.93,7311713347382635.0,2025-07-12 01:00:00
49.33,-122.91,7303174988881791.0,2025-07-12 01:00:00
49.35,-123.23,3781852215435742.5,2025-07-12 01:00:00
49.35,-123.21,4452112181517064.5,2025-07-12 01:00:00
49.35,-123.19,4478302140795039.0,2025-07-12 01:00:00
49.35,-123.17,4504536938126041.0,2025-07-12 01:00:00
49.35,-123.15,2844447696152479.0,2025-07-12 01:00:00
49.35,-123.13,2799494943260026.5,2025-07-12 01:00:00
49.35,-123.11,1840702139897331.0,2025-07-12 01:00:00
49.35,-123.09,879990640920710.8,2025-07-12 01:00:00
49.35,-123.07,1192576845867844.0,2025-07-12 01:00:00
49.35,-123.05,2790872062291041.0,2025-07-12 01:00:00
49.35,-123.03,2760915637601881.0,2025-07-12 01:00:00
49.35,-123.01,2760915637601881.0,2025-07-12 01:00:00
49.35,-122.99,3309594293210024.0,2025-07-12 01:00:00
49.35,-122.97,6844356945117662.0,2025-07-12 01:00:00
49.35,-122.95,7319708881251951.0,2025-07-12 01:00:00
49.35,-122.93,7488582391727157.0,2025-07-12 01:00:00
49.35,-122.91,7489631134786798.0,2025-07-12 01:00:00
49.15,-123.29,2033139634603996.2,2025-07-12 02:00:00
49.15,-123.27,2333034626596918.0,2025-07-12 02:00:00
49.15,-123.25,2261322526484073.5,2025-07-12 02:00:00
49.15,-123.23,2128818332145308.2,2025-07-12 02:00:00
49.15,-123.21,2468088461742271.0,2025-07-12 02:00:00
49.15,-123.19,5493784360746388.0,2025-07-12 02:00:00
49.15,-123.17,5540266611049402.0,2025-07-12 02:00:00
49.15,-123.15,5258225398616561.0,2025-07-12 02:00:00
49.15,-123.13,5166197136346913.0,2025-07-12 02:00:00
49.15,-123.11,8499854839806114.0,2025-07-12 02:00:00
49.15,-123.09,9179934730575448.0,2025-07-12 02:00:00
49.15,-123.07,8825813510061457.0,2025-07-12 02:00:00
49.15,-123.05,8474422429789012.0,2025-07-12 02:00:00
49.15,-123.03,8745521782586985.0,2025-07-12 02:00:00
49.15,-123.01,8757834456965958.0,2025-07-12 02:00:00
49.15,-122.99,9075671311782266.0,2025-07-12 02:00:00
49.15,-122.97,9075726701817576.0,2025-07-12 02:00:00
49.15,-122.95,7971397338281267.0,2025-07-12 02:00:00
49.15,-122.93,6734256720217669.0,2025-07-12 02:00:00
49.15,-122.91,6704154445721245.0,2025-07-12 02:00:00
49.17,-123.29,863537762536524.0,2025-07-12 02:00:00
49.17,-123.27,696604166350627.2,2025-07-12 02:00:00
49.17,-123.25,641366050955547.8,2025-07-12 02:00:00
49.17,-123.23,797426784783349.6,2025-07-12 02:00:00
49.17,-123.21,2775684808497281.5,2025-07-12 02:00:00
49.17,-123.19,3186428471456781.5,2025-07-12 02:00:00
49.17,-123.17,3210143932495785.0,2025-07-12 02:00:00
49.17,-123.15,3253918295903657.0,2025-07-12 02:00:00
49.17,-123.13,5582004175186395.0,2025-07-12 02:00:00
49.17,-123.11,6814115356249378.0,2025-07-12 02:00:00
49.17,-123.09,6603932116397559.0,2025-07-12 02:00:00
49.17,-123.07,6393352147726804.0,2025-07-12 02:00:00
49.17,-123.05,1.035052843851968e+16,2025-07-12 02:00:00
49.17,-123.03,1.3231664039555316e+16,2025-07-12 02:00:00
49.17,-123.01,1.3764446362894188e+16,2025-07-12 02:00:00
49.17,-122.99,1.4298247059550004e+16,2025-07-12 02:00:00
49.17,-122.97,1.185848570541566e+16,2025-07-12 02:00:00
49.17,-122.95,6453893431324062.0,2025-07-12 02:00:00
49.17,-122.93,6387310327003653.0,2025-07-12 02:00:00
49.17,-122.91,6386329365496401.0,2025-07-12 02:00:00
49.19,-123.29,688432044304270.6,2025-07-12 02:00:00
49.19,-123.27,694492783778872.0,2025-07-12 02:00:00
49.19,-123.25,742071086989138.2,2025-07-12 02:00:00
49.19,-123.23,2755845343185719.5,2025-07-12 02:00:00
49.19,-123.21,3552710214402255.0,2025-07-12 02:00:00
49.19,-123.19,3583000176385153.5,2025-07-12 02:00:00
49.19,-123.17,3590963022810581.5,2025-07-12 02:00:00
49.19,-123.15,4272613099121051.5,2025-07-12 02:00:00
49.19,-123.13,4921644107448424.0,2025-07-12 02:00:00
49.19,-123.11,4905203487331692.0,2025-07-12 02:00:00
49.19,-123.09,4835038728753086.0,2025-07-12 02:00:00
49.19,-123.07,8816327259387831.0,2025-07-12 02:00:00
49.19,-123.05,1.6779482476457566e+16,2025-07-12 02:00:00
49.19,-123.03,1.7171871719562864e+16,2025-07-12 02:00:00
49.19,-123.01,1.7462819486304434e+16,2025-07-12 02:00:00
49.19,-122.99,1.5542181867575438e+16,2025-07-12 02:00:00
49.19,-122.97,7514110260012799.0,2025-07-12 02:00:00
49.19,-122.95,6999449426306721.0,2025-07-12 02:00:00
49.19,-122.93,7074691672123743.0,2025-07-12 02:00:00
49.19,-122.91,7611847329087058.0,2025-07-12 02:00:00
49.21,-123.29,1565034127447640.0,2025-07-12 02:00:00
49.21,-123.27,1771046793526300.2,2025-07-12 02:00:00
49.21,-123.25,2145057276233314.5,2025-07-12 02:00:00
49.21,-123.23,2937367523436331.5,2025-07-12 02:00:00
49.21,-123.21,2843128012172795.0,2025-07-12 02:00:00
49.21,-123.19,2748711237393791.5,2025-07-12 02:00:00
49.21,-123.17,3202598462450775.0,2025-07-12 02:00:00
49.21,-123.15,4098042968986334.0,2025-07-12 02:00:00
49.21,-123.13,4027797964330439.5,2025-07-12 02:00:00
49.21,-123.11,3970036956355342.5,2025-07-12 02:00:00
49.21,-123.09,6832667411901374.0,2025-07-12 02:00:00
49.21,-123.07,1.8898303791572284e+16,2025-07-12 02:00:00
49.21,-123.05,1.9603937749524076e+16,2025-07-12 02:00:00
49.21,-123.03,1.884099947996013e+16,2025-07-12 02:00:00
49.21,-123.01,1.8426489781799532e+16,2025-07-12 02:00:00
49.21,-122.99,1.3311530527201794e+16,2025-07-12 02:00:00
49.21,-122.97,1.2696588721470502e+16,2025-07-12 02:00:00
49.21,-122.95,1.3847950016947996e+16,2025-07-12 02:00:00
49.21,-122.93,1.491720429440981e+16,2025-07-12 02:00:00
49.21,-122.91,1.47084403021102e+16,2025-07-12 02:00:00
49.23,-123.29,3373178456434200.0,2025-07-12 02:00:00
49.23,-123.27,2864950079187726.0,2025-07-12 02:00:00
49.23,-123.25,2169187212398042.8,2025-07-12 02:00:00
49.23,-123.23,2071285732408341.8,2025-07-12 02:00:00
49.23,-123.21,1973326236528839.0,2025-07-12 02:00:00
49.23,-123.19,2630784237212600.0,2025-07-12 02:00:00
49.23,-123.17,4461227002967036.5,2025-07-12 02:00:00
49.23,-123.15,4621365200863744.0,2025-07-12 02:00:00
49.23,-123.13,4710808111014934.0,2025-07-12 02:00:00
49.23,-123.11,5182227365816951.0,2025-07-12 02:00:00
49.23,-123.09,9695385700299874.0,2025-07-12 02:00:00
49.23,-123.07,1.0264767952097102e+16,2025-07-12 02:00:00
49.23,-123.05,9531871151737988.0,2025-07-12 02:00:00
49.23,-123.03,9783792763919694.0,2025-07-12 02:00:00
49.23,-123.01,1.936022277853518e+16,2025-07-12 02:00:00
49.23,-122.99,2.3170389725733892e+16,2025-07-12 02:00:00
49.23,-122.97,2.307849324041614e+16,2025-07-12 02:00:00
49.23,-122.95,2.270990395685979e+16,2025-07-12 02:00:00
49.23,-122.93,1.839034861588445e+16,2025-07-12 02:00:00
49.23,-122.91,1.5146823433253474e+16,2025-07-12 02:00:00
49.25,-123.29,3231091212601016.5,2025-07-12 02:00:00
49.25,-123.27,1258456852510131.0,2025-07-12 02:00:00
